singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
5PNKXx8223,0.0,0.0,0.0,60.0,0.0,1,7vpGTzIDta,Stomach Vacuum,J4mIVpuGGN,2018-12-29,fake_id_653
HMM3GSbWCw,0.0,10.0,0.0,0.0,0.0,1,Ywd21YgP8M,Parallel Bar Dip,BgZtwnNpb2,2018-07-02,fake_id_673
ELasGHaoD5,9.071858188712797,10.0,0.0,0.0,0.0,2,Vvc93AtYGy,Kettlebell Overhead Press,KvWNw6se91,2019-08-20,fake_id_657
rupf4QfRG3,29.483539113316585,15.0,0.0,0.0,0.0,1,loEwemwyeN,Box Squat,tplgiERDNC,2019-08-23,fake_id_657
DggZIEQZM9,11.339822735890994,10.0,0.0,0.0,0.0,2,6EiQ949JiS,Cable Tricep Pushdown,XHqaOjkqwu,2018-08-15,fake_id_661
6vB0ElQnqA,142.88176647222653,5.0,0.0,0.0,0.0,3,b4Gf2EGvM3,Barbell Shrug,jUaHvnjhQB,2018-10-04,fake_id_651
7uCB5aKhnF,6.123504277381136,7.0,0.0,0.0,0.0,2,Fzhvx5n3X8,Dumbbell Decline Fly,VKO82Y9y76,2019-08-22,fake_id_654
9o1CdUA9y4,18.14371637742559,20.0,0.0,0.0,0.0,2,S13ELicqss,Machine Preacher Curl,zlQHQkOyZX,2019-02-19,fake_id_665
xfMEVp3ImU,13.607787283069193,5.0,0.0,0.0,0.0,2,R09qEZ2Aqs,T-Bar Row,XWlDLIFUpN,2018-11-04,fake_id_661
fG8rxECle7,72.57486550970236,8.0,0.0,0.0,0.0,2,16FsAS0KdH,Trap Bar Deadlift,TCy6CPb94W,2019-08-05,fake_id_655
Mc17XeuN5H,38.55539730202938,10.0,0.0,0.0,0.0,2,jOF13Taetj,Machine Tricep Dip,R8oiMoWZVl,2019-07-18,fake_id_660
gho6wTw4n1,0.0,10.0,0.0,0.0,0.0,3,XSEAIby3sZ,Ab Rollout,8kvZ8Loh4t,2019-06-18,fake_id_667
WuSBS5vKWH,102.05840462301892,10.0,0.0,0.0,0.0,1,UHCznGBDqq,Rack Pulls,dOQ3D3zvSA,2019-07-23,fake_id_651
b3jiOzEz9u,9.071858188712797,15.0,0.0,0.0,0.0,3,0Y0GGqAtcB,Bulgarian Split Squat,wyiN4LXeDX,2019-05-23,fake_id_654
sGFEfjk356,8.391468824559336,5.0,0.0,0.0,0.0,2,wbSYAbLC7r,Biceps Curl To Shoulder Press,0MUEzLL2t4,2019-06-17,fake_id_654
pmQFvUiFkc,0.0,10.0,0.0,0.0,0.0,4,FtlpG1Y2AU,Tuck Jump,IHvtB3JFOT,2018-07-29,fake_id_664
3X41YZQLJ6,43.091326396385774,12.0,0.0,0.0,0.0,2,IggwZUBaYT,Barbell Shrug,EgqD0FUAkk,2019-04-07,fake_id_657
UzEAFWBsCb,22.67964547178199,15.0,0.0,0.0,0.0,2,Jpbg4MPAny,Machine Bench Press,CFUBxkk3FF,2018-09-14,fake_id_661
o2MOJuR0DT,15.0,12.0,0.0,0.0,0.0,1,q7v7nmMnsv,Hammerstrength Chest Press,HkZk0QqUEK,2019-03-04,fake_id_653
RSBb5PPIXX,0.0,10.0,0.0,0.0,0.0,3,dWWVSKoWDc,Posterior Isometric Neck,Vz8dHHO4sw,2018-07-21,fake_id_651
Gd8ZIz9hK6,142.88176647222653,10.0,0.0,0.0,0.0,2,gL3z70iFCy,Barbell Shrug,Vz8dHHO4sw,2018-07-21,fake_id_651
iK695v8qdq,0.0,12.0,0.0,0.0,0.0,3,bsaseStPpd,Hip Thrust,JM9XEpPYdD,2019-06-14,fake_id_654
M330Nx77gt,0.0,7.0,0.0,0.0,0.0,5,0tfUYgVvs0,Decline Push Up,ZShzTHqzMv,2019-05-15,fake_id_653
JNQEeOzqwa,0.0,25.0,0.0,0.0,0.0,1,Xplh9JxmLE,Bosu Ball Mountain Climber,df1muJ3i2B,2019-03-06,fake_id_653
0ojp4frLui,8.0,12.0,0.0,0.0,0.0,2,Z51GOUqG0v,Tate Press,3SWAL6Yp6s,2019-02-28,fake_id_653
gnPj0T9DZn,24.94761001896019,10.0,0.0,0.0,0.0,3,wM6exWcbmN,Dumbbell Shrug,NuO4DoDzwF,2019-02-14,fake_id_660
1qTWxcBGjj,18.14371637742559,10.0,0.0,0.0,0.0,3,SVlc77R09y,TRX Chest Fly,NuO4DoDzwF,2019-02-14,fake_id_660
TIimvRDYoP,6.8038936415345965,10.0,0.0,0.0,0.0,5,HVAs0JgPyV,Renegade Row,GCdF7I2cJF,2019-04-16,fake_id_665
aKZfIaBbPr,0.0,20.0,0.0,0.0,0.0,3,ETnm0OOgcZ,Side Leg Raises,B31T2AQP22,2018-07-20,fake_id_672
uFKzsL9Zr4,27.215574566138386,10.0,0.0,0.0,0.0,2,ESCnXrQQId,Preacher Curl,LVMJASbNp8,2018-12-05,fake_id_651
e36w2zt4OD,0.0,0.0,0.0,30.0,0.0,3,N7Vma6YqVW,Side Bridge,eaZ6bT6tJU,2019-02-16,fake_id_657
ZCcCizFYWH,61.23504277381137,10.0,0.0,0.0,0.0,3,eIXHStZfjZ,Smith Machine Incline Bench Press,bB136pxmx5,2019-05-11,fake_id_664
CiXPzhZsh3,24.94761001896019,8.0,0.0,0.0,0.0,3,v8Bl5BDCcY,Hang Power Snatch,ouvDbrEjDj,2019-07-09,fake_id_654
a4w1LY7vdy,11.339822735890994,12.0,0.0,0.0,0.0,1,RJ8QAAsdSY,Lateral Cable Tricep Extension,CaCU5XAlTu,2019-03-04,fake_id_665
w55vaUXivZ,0.0,15.0,0.0,0.0,0.0,1,MpC8BBU6ol,Mountain Climber,elRF5YpZ2B,2019-07-02,fake_id_654
DSpAQ3S6o2,0.0,0.0,0.0,34.300000000000004,0.0,3,ncPn25eC4g,Side Bridge,ZHzLkrgEn4,2019-01-01,fake_id_661
yC7XmXRk96,20.41168092460379,8.0,0.0,0.0,0.0,1,9GGUxuM0kT,Machine Preacher Curl,gdtXtXfVRn,2018-11-21,fake_id_660
fo8HqxyyPQ,9.979044007584076,8.0,0.0,0.0,0.0,1,IUTTiev1Is,Single Arm Cable Bicep Curl,oMhykTLkMc,2019-07-24,fake_id_655
ENgNe3zmr2,18.14371637742559,10.0,0.0,0.0,0.0,2,rEV8Vb74ti,V-Bar Pulldown,DnUqrxASjw,2018-12-11,fake_id_660
QlEkEDMli4,20.41168092460379,8.0,0.0,0.0,0.0,2,nNY9QM0T2F,Single Arm Landmine Row,rbNu4QgzYc,2019-02-21,fake_id_660
30qUWDO2t4,90.0,8.0,0.0,0.0,0.0,1,Ibye3boa7b,T-Bar Row,XbYPZuT7io,2017-12-02,fake_id_652
cBdXAGUK4K,31.75150366049478,5.0,0.0,0.0,0.0,3,zhXeHsoBRa,Hang Power Clean,TOYeUydGzJ,2019-07-30,fake_id_654
wktHSAyZdH,0.0,20.0,0.0,0.0,0.0,3,GQN66tdpMF,Sit Up,1Qk0ugtd4c,2019-04-18,fake_id_654
08fVJYVbvW,6.123504277381136,12.0,0.0,0.0,0.0,1,iyxUVK9xyc,Dumbbell Pullover,1Qk0ugtd4c,2019-04-18,fake_id_654
RTMnmvcZvH,0.0,15.0,0.0,0.0,0.0,3,L6HuwMxcJf,Sit Up,x4ISacFUrB,2019-03-02,fake_id_665
hxBNRBresF,11.339822735890994,5.0,0.0,0.0,0.0,4,JjF0PaGlu5,Dumbbell Squat,FvGNuxomVL,2019-02-20,fake_id_660
Cm6sOgq7EX,0.0,10.0,0.0,0.0,0.0,3,MLrwiH9P2Z,Push Up on Knees,004UEjUWsz,2019-04-16,fake_id_670
pePb22qsFq,0.0,23.0,0.0,0.0,0.0,1,tPfmW7TGUP,Scissor Kick,W4AcGeJalC,2019-06-17,fake_id_664
Ir2NJMuGCp,0.0,0.0,0.0,60.0,0.0,3,0gQkSGZO3O,Wall Sit,Sgp0VgXe4u,2019-08-07,fake_id_651
peZOIPDtrZ,31.75150366049478,8.0,0.0,0.0,0.0,2,xIV7OZLFej,Hammerstrength Iso Row,cdA4VW9GV0,2019-04-30,fake_id_664
9CGbJPbuFc,22.67964547178199,2.0,0.0,0.0,0.0,2,eG45jVCAUK,Push Press,t0oxDbFW5v,2019-02-08,fake_id_657
lWyBcczUG6,29.483539113316585,6.0,0.0,0.0,0.0,3,YpcsnmghF4,Bent Over Row,ZGBOSZ7asO,2019-05-09,fake_id_660
GOR3Muge0c,0.0,22.0,0.0,0.0,0.0,2,7aMiztk3FC,Flutter Kicks,XITqG2gj8B,2019-02-16,fake_id_665
twI9tnSezg,9.071858188712797,10.0,0.0,0.0,0.0,2,g1mz4LyAMk,Side Laterals to Front Raise,Qpwna6BEFx,2019-07-20,fake_id_651
LmoHYwhsw6,0.0,2.0,0.0,0.0,0.0,6,qJ8Jpu83XY,V-Bar Pull Up,7oDxhShN1e,2019-03-15,fake_id_654
7Zz70FbAHD,4.535929094356399,0.0,0.0,60.0,0.0,2,b8hQVdNZzX,Wall Sit,hCGlC7gpJc,2019-06-28,fake_id_654
17jxdWiC66,9.071858188712797,10.0,0.0,0.0,0.0,4,mwhMbJwO5X,Cable Bicep Curl,XBAVuJjV6a,2019-05-16,fake_id_658
r0YLCiFvA9,11.339822735890994,5.0,0.0,0.0,0.0,3,QowrflMhQF,Goblet Squat,uzP0El3Hop,2019-05-02,fake_id_661
rL0I99GkaQ,15.87575183024739,10.0,0.0,0.0,0.0,1,zmPtnZpW5Q,Cable Tricep Pushdown,TStD5ycY6R,2019-03-14,fake_id_660
uKmFZdZ5zG,4.535929094356399,12.0,0.0,0.0,0.0,2,9xKvGEjI5b,Cable Hip Extension,TStD5ycY6R,2019-03-14,fake_id_660
dFxgEZ9b1f,0.0,5.0,0.0,0.0,0.0,1,2Jfv6n0zKK,Burpee,QXNR3KqG65,2019-05-31,fake_id_670
sB2PGuNepW,0.0,12.0,0.0,0.0,0.0,1,MWMHzVQL72,Windmill,xdPavVC7xo,2018-12-05,fake_id_653
P5z8XYAwvH,12.0,12.0,0.0,0.0,0.0,1,ugoKzDdIfb,Dumbbell Step Up,l5MgDybLXt,2019-04-21,fake_id_653
gXiZL8EJB9,0.0,0.0,1609.344,10.0,0.0,1,fpG37fn2nw,Elliptical,CDGx58WNep,2018-08-04,fake_id_661
UfaNYKY3Do,18.14371637742559,8.0,0.0,0.0,0.0,1,CvYhfl4sni,Dumbbell Floor Press,96yUBFl9jk,2019-06-11,fake_id_667
bucAGoN35n,20.41168092460379,5.0,0.0,0.0,0.0,2,jusZStcGGd,Hammerstrength Chest Press,WSp3GDFt6h,2019-02-06,fake_id_660
VhARwFzDPE,18.14371637742559,12.0,0.0,0.0,0.0,2,gRFwg8QTUI,Kettlebell Swing,RnA5xnY5hA,2019-03-19,fake_id_660
DVcT1Hvmjx,0.0,8.0,0.0,0.0,0.0,1,0zqHYgts8K,Exercise Ball Push Up,ZzaantdzK6,2018-07-05,fake_id_673
WSJEIjuMXD,4.0,6.0,0.0,0.0,0.0,5,OgKXWqAgIr,Dumbbell Skullcrusher,ZuR0J1tT54,2019-07-08,fake_id_663
VWXNa6xHPD,6.8038936415345965,5.0,0.0,0.0,0.0,3,ydvJshFZ7O,Dumbbell Skullcrusher,t1vMbZShHv,2018-10-03,fake_id_661
GpU1j9CIfU,11.339822735890994,5.0,0.0,0.0,0.0,2,v1RVBFtjwI,Dumbbell Skullcrusher,CJ3nkrK9un,2018-04-05,fake_id_668
mFzn8gnMns,6.8038936415345965,15.0,0.0,0.0,0.0,2,uuGYhqZKMr,Dumbbell Skullcrusher,HNA4BXh9v4,2018-12-05,fake_id_660
WSOrK7gIGH,4.535929094356399,10.0,0.0,0.0,0.0,2,Hn0aPChKVv,Dumbbell Skullcrusher,TyjOlGRKAm,2019-08-10,fake_id_669
dUBJU3puq0,4.000689461222343,12.0,0.0,0.0,0.0,1,6AzaOSVagq,Upright Row,Z9lPZIodTr,2018-11-06,fake_id_653
qGimER1nxD,16.0,10.0,0.0,0.0,0.0,2,LxbiQne4vs,Upright Row,mXw0GLNThj,2019-09-06,fake_id_663
bbDY70nQZn,26.0,10.0,0.0,0.0,0.0,4,WCKffHDK7n,Upright Row,baa42scBGH,2019-06-13,fake_id_653
ZAvFWRetpj,22.67964547178199,10.0,0.0,0.0,0.0,1,FaeDMGan41,Upright Row,9t4L7GfKfB,2019-06-17,fake_id_667
5HTlvQGc5G,145.0,10.0,0.0,0.0,0.0,3,6ptt9W5Tja,Seated Leg Curl,gApN2igQqt,2017-04-06,fake_id_652
dcBMcOknbl,6.8038936415345965,10.0,0.0,0.0,0.0,1,jijCG43DHh,Seated Leg Curl,HPM65jszE5,2019-08-22,fake_id_655
8ix0fdT0wI,20.0,8.0,0.0,0.0,0.0,1,b9CIcxlwFF,Seated Leg Curl,RPEmoPibbi,2019-07-31,fake_id_663
5vXsmDrNrn,34.01946820767298,12.0,0.0,0.0,0.0,3,1G8uZb4DEh,Seated Leg Curl,0QygyfYkYC,2018-04-26,fake_id_668
pTcC5SjuwU,36.28743275485118,2.0,0.0,0.0,0.0,3,Ph3cXZqdt1,Seated Leg Curl,IGUIBlp0jx,2019-07-02,fake_id_657
Ftyi9kYxa0,31.75150366049478,8.0,0.0,0.0,0.0,2,z2exmfY7kD,Seated Leg Curl,HTNDykNfb2,2018-10-25,fake_id_661
69Er6wd2el,11.339822735890994,10.0,0.0,0.0,0.0,2,PJv5WV58sK,Bench Dip,yGS8LbpPCt,2018-06-14,fake_id_673
Uevn8S6hvQ,0.0,8.0,0.0,0.0,0.0,4,VpAJLTUJIM,Bench Dip,ozJ9prdEKt,2018-10-08,fake_id_661
iMDImIDr6u,120.0,10.0,0.0,0.0,0.0,2,6PYuukqPzv,Lat Pulldown,ccQtDVDw6E,2017-05-12,fake_id_652
AfaWJhzzxh,110.0,10.0,0.0,0.0,0.0,4,tzIEY02TUJ,Lat Pulldown,qMpYxWi7LB,2017-06-21,fake_id_651
EYmvhz2IRX,81.64672369841516,3.0,0.0,0.0,0.0,2,nH5KuSAAFn,Lat Pulldown,8Y8H0V2i1N,2019-08-07,fake_id_655
ignkOcCeW3,45.35929094356398,12.0,0.0,0.0,0.0,3,UO2yze7pYz,Lat Pulldown,1EN9WIvuSJ,2019-06-21,fake_id_656
UmvYVyyTzD,30.0,12.0,0.0,0.0,0.0,3,Xr92kIwWUH,Lat Pulldown,rvgHgK6KSe,2019-04-12,fake_id_663
q7wV32KRzV,31.75150366049478,10.0,0.0,0.0,0.0,2,uZ9MWxQf9f,Lat Pulldown,1Xvw6FE3Y0,2018-10-18,fake_id_661
X6heX8FA1h,31.75150366049478,8.0,0.0,0.0,0.0,2,CAhhZPXbRm,Lat Pulldown,AImHXuf4bB,2019-01-05,fake_id_661
3JwjgMtrvo,54.43114913227677,10.0,0.0,0.0,0.0,2,oflffYolVB,Lat Pulldown,2YBGLmNupc,2019-03-06,fake_id_656
f5wQmA69tc,40.0,12.0,0.0,0.0,0.0,4,HseyjPfaZo,Lat Pulldown,Fcto1Ieasi,2018-12-18,fake_id_653
2M2kODDbxw,9.071858188712797,10.0,0.0,0.0,0.0,3,SAJp4zYoH5,Dumbbell Front Raise,xWp1G4sxPw,2019-06-04,fake_id_660
GFY9C4zvuu,6.8038936415345965,8.0,0.0,0.0,0.0,3,DrDBoYDNNr,Dumbbell Front Raise,O6TdD7FMJd,2019-07-20,fake_id_664
7bV2z5fBCc,11.339822735890994,5.0,0.0,0.0,0.0,3,w8EJ1wBbfU,Dumbbell Front Raise,Bt5T3x8qhu,2018-08-11,fake_id_651
nrlXhtJUb3,5.0,15.0,0.0,0.0,0.0,2,8pheOOjqFq,Dumbbell Front Raise,4bLTDQam8e,2019-05-21,fake_id_653
CWgrd23Ccv,9.071858188712797,8.0,0.0,0.0,0.0,3,pXlIHYWEG8,Dumbbell Front Raise,bHG2SwtCiD,2019-06-11,fake_id_660
BfolV2JcRG,4.535929094356399,12.0,0.0,0.0,0.0,2,K3erudmuJc,Dumbbell Front Raise,oP6acxQMfO,2019-01-11,fake_id_656
sBTZU0Cxlr,3.4019468207672983,12.0,0.0,0.0,0.0,1,mFNGPbQAfQ,Dumbbell Front Raise,wCshUM3lJQ,2019-06-26,fake_id_661
xtq79l9DOs,27.215574566138386,5.0,0.0,0.0,0.0,1,SK4e9GpK6h,Close-Grip Bench Press,SdbVZFupy3,2018-08-07,fake_id_661
8vv5RFWklS,25.0,5.0,0.0,0.0,0.0,4,HsKUn7vwZX,Close-Grip Bench Press,95mpVcl2tB,2018-01-20,fake_id_666
PQPt1roseq,20.41168092460379,10.0,0.0,0.0,0.0,2,g7AAqAuRzr,Close-Grip Bench Press,azLkzoEMyK,2019-02-03,fake_id_657
k9BEHelKaH,7.0,12.0,0.0,0.0,0.0,3,rFPtCX0TeJ,Dumbbell Row,fVOK05HZkB,2019-04-18,fake_id_663
kOEJ43amfJ,11.339822735890994,12.0,0.0,0.0,0.0,3,VNVEYK886O,Dumbbell Row,nMW8Z6STsA,2019-05-31,fake_id_656
Tvi1w0cJfA,10.0,10.0,0.0,0.0,0.0,4,ZyZKA5ISMB,Dumbbell Row,VdcwR7GX10,2019-06-04,fake_id_663
FnWqPq3QKy,13.607787283069193,6.0,0.0,0.0,0.0,4,FFnPwsL1hA,Dumbbell Row,7ZuZMTOjOH,2018-03-16,fake_id_669
ixSocQ2GnJ,15.87575183024739,8.0,0.0,0.0,0.0,1,Cppgsvz74q,Dumbbell Row,gOTr2uwfNX,2019-03-05,fake_id_660
FVd5eXr8b7,13.607787283069193,20.0,0.0,0.0,0.0,2,Mzz6RZMypE,Dumbbell Row,qcUfaswC0M,2018-06-21,fake_id_668
DD4KGQp7hh,10.659433371737533,10.0,0.0,0.0,0.0,1,qnKdMbRDkg,Dumbbell Row,fDf02dXg0x,2019-07-20,fake_id_654
jul6EnE3dn,5.0,15.0,0.0,0.0,0.0,2,RXqMI17qTO,Dumbbell Row,GxVhLrFHOm,2019-03-30,fake_id_663
4Yqa1r6jkg,13.607787283069193,15.0,0.0,0.0,0.0,1,aa8QlSVnKe,Dumbbell Row,tq8xUSDRKa,2019-07-21,fake_id_655
db43U1TAZM,10.659433371737533,15.0,0.0,0.0,0.0,4,ALHLO7Hv0U,Dumbbell Row,pDFWrN0RKF,2019-08-09,fake_id_654
27VrKkdR4h,40.82336184920758,6.0,0.0,0.0,0.0,2,nz3D8yQfya,Skullcrusher,PxiHzt6Rlt,2018-11-27,fake_id_651
lFLb9j3Oys,15.87575183024739,12.0,0.0,0.0,0.0,3,vI7aLHgOhU,Skullcrusher,8UwNuYSl53,2019-05-28,fake_id_654
MCMOntuBZk,63.50300732098956,10.0,0.0,0.0,0.0,2,P6Qqky4x8B,Lying Hamstrings Curl,XJTYeID8Xg,2019-02-14,fake_id_665
DiTRgEaHpz,0.0,22.0,0.0,0.0,0.0,3,kBs4DqgFqn,Back Extensions,dJxMiAzCoc,2019-06-27,fake_id_653
DDEO0rBenO,4.0,6.0,0.0,0.0,0.0,2,SuV9Gripc4,Back Extensions,hKxJ8KHCFF,2019-04-04,fake_id_653
jD2PD4dtHj,0.0,8.0,0.0,0.0,0.0,2,C8oO3IC0nB,Air Squats,nnctcA49lL,2017-08-09,fake_id_652
pJCMvoyBf2,10.0,22.0,0.0,0.0,0.0,3,4upt5Fp9G9,Air Squats,0y59JoxMCT,2019-07-11,fake_id_653
TSzMxcJpAV,20.0,6.0,0.0,0.0,0.0,3,OsxSujY691,Cable Rope Tricep Extension,TDK8kdIG2g,2019-03-28,fake_id_653
rtAeY5XrNv,22.5,5.0,0.0,0.0,0.0,4,y83onR9c9K,Cable Rope Tricep Extension,IMuhHlUKej,2019-06-04,fake_id_653
2qKrz201Ih,13.607787283069193,10.0,0.0,0.0,0.0,1,SVRAwodPq0,Cable Rope Tricep Extension,tplgiERDNC,2019-08-23,fake_id_657
ZGii5MHF58,20.41168092460379,10.0,0.0,0.0,0.0,1,dVygCzzXaT,Cable Rope Tricep Extension,LlbAJNFEH1,2018-04-24,fake_id_668
U3uzKi6G09,83.91468824559335,10.0,0.0,0.0,0.0,2,WTNy8VxmFO,Romanian Deadlift,QZd70af8Wx,2019-01-03,fake_id_651
f4iKRWmbTG,61.23504277381137,5.0,0.0,0.0,0.0,3,fhhFRHaIHt,Romanian Deadlift,ylqnhD2SMm,2019-07-10,fake_id_664
pBBs6LBzfp,52.16318458509857,10.0,0.0,0.0,0.0,4,utWfUTMFA5,Romanian Deadlift,cHbuscTIXj,2019-09-04,fake_id_664
TtPaBkLajy,43.091326396385774,10.0,0.0,0.0,0.0,3,MKVNrsXJK4,Romanian Deadlift,clMzlti71T,2019-06-25,fake_id_654
2Kn6fqxolC,102.05840462301892,10.0,0.0,0.0,0.0,3,QxI9RdiVVA,Romanian Deadlift,Fuf6KHeyx0,2019-05-12,fake_id_651
aDqq1AJj0n,31.75150366049478,12.0,0.0,0.0,0.0,2,jBFVZXgB14,Romanian Deadlift,uFhtDpShYj,2018-08-02,fake_id_661
5C4IKFlAUz,55.0,10.0,0.0,0.0,0.0,4,AzsoxLDrFD,EZ-Bar Curl,tsHyl8wNfC,2017-05-25,fake_id_652
DztICbCW0v,50.0,8.0,0.0,0.0,0.0,1,y5KRJJgMoG,EZ-Bar Curl,IJTsqA1IJV,2017-07-11,fake_id_652
QMywK6s4I9,20.0,15.0,0.0,0.0,0.0,1,r1ie8cRPtI,EZ-Bar Curl,0S0DqluGX5,2019-08-07,fake_id_653
YnVwOYHBBK,18.14371637742559,3.0,0.0,0.0,0.0,1,MYQnUDCt1N,EZ-Bar Curl,GULsiC56iZ,2019-08-22,fake_id_669
8sF7B7L9kY,13.607787283069193,12.0,0.0,0.0,0.0,1,Dq7uCNSj3Y,EZ-Bar Curl,hlI5OqLoIo,2019-08-18,fake_id_657
sCjEqJmsrw,15.0,8.0,0.0,0.0,0.0,3,mbEOJwv5Yk,Dumbbell Kickbacks,52tWnbq7xq,2017-06-06,fake_id_652
QqvzOSZK72,4.535929094356399,12.0,0.0,0.0,0.0,2,V9IEAGLk9Q,Dumbbell Kickbacks,E1JYUkwOeU,2019-04-17,fake_id_661
lbpcHQJceE,6.123504277381136,10.0,0.0,0.0,0.0,2,1WdL8D5m1M,Dumbbell Kickbacks,bb7hT56IPB,2019-05-01,fake_id_654
7K8aA8M1xS,0.0,23.0,0.0,0.0,0.0,1,K1DrgtlrzQ,Crunches,wJRssyNfn9,2018-09-12,fake_id_653
ltuNvfIVXM,115.0,12.0,0.0,0.0,0.0,3,OzEblRmxZ7,Crunches,FAfLa1goNI,2017-04-13,fake_id_652
LpDh0dBERI,0.0,30.0,0.0,0.0,0.0,2,Xrzui0qbgr,Crunches,i2a1SjzA0m,2018-10-20,fake_id_661
twc7LXuQo1,0.0,15.0,0.0,0.0,0.0,1,F5TfFlxun3,Crunches,onaLVh8SkI,2019-03-19,fake_id_654
8Vc1WCJLl4,0.0,25.0,0.0,0.0,0.0,2,GMkF7j6kAM,Crunches,BkGKqpkxjp,2019-04-17,fake_id_661
bty68MKTtF,0.0,35.0,0.0,0.0,0.0,2,8SaucyScB2,Crunches,1Xvw6FE3Y0,2018-10-18,fake_id_661
oGWQ1s6AmG,72.57486550970236,8.0,0.0,0.0,0.0,4,MFV7PjWqgz,Back Squat,UxC54asTrG,2018-09-18,fake_id_658
7gYyjkkdMD,47.627255490742165,8.0,0.0,0.0,0.0,3,vxjdji89VM,Back Squat,ouvDbrEjDj,2019-07-09,fake_id_654
PUS6t3aKMy,40.0,5.0,0.0,0.0,0.0,3,NYLavLDanx,Back Squat,USOxwHln4k,2018-02-05,fake_id_666
8kHhW82r9H,40.0,2.0,0.0,0.0,0.0,7,LthzqdEOfv,Back Squat,RIKTmhq85d,2019-04-08,fake_id_653
2Rzs0KeNLA,47.5,5.0,0.0,0.0,0.0,5,7pbL9jEUy8,Back Squat,0y59JoxMCT,2019-07-11,fake_id_653
TDEc5C99L1,102.05840462301892,5.0,0.0,0.0,0.0,2,ow1TDHJh2i,Back Squat,cYz1Xe4V2F,2019-06-26,fake_id_651
dDQRT6JYeT,0.0,6.0,0.0,0.0,0.0,2,bc8VdcBLTy,Leg Raise,rbNu4QgzYc,2019-02-21,fake_id_660
etLZh7Htzg,216.81741071023586,10.0,0.0,0.0,0.0,2,AyU8mWDuTi,Leg Press,lcE3hVHRSH,2018-11-19,fake_id_651
eguNZ3gW9S,25.0,8.0,0.0,0.0,0.0,1,vAIv9yaO2H,Cable Row,nEtmU2ivYs,2019-04-23,fake_id_653
JdPC6jQ4vw,72.57486550970236,4.0,0.0,0.0,0.0,5,1UBUTUAc9M,Cable Row,DCfQg0DBAd,2019-08-18,fake_id_664
OCHuFMc9Ll,38.55539730202938,8.0,0.0,0.0,0.0,1,Ibz76Dvifd,Cable Row,rXPL6Abib6,2018-09-13,fake_id_658
dNqp3bpzni,56.69911367945497,15.0,0.0,0.0,0.0,2,GfDFPInV6q,Cable Row,3JDkhfRLHM,2019-06-04,fake_id_655
nmLcdWZ8MA,34.01946820767298,12.0,0.0,0.0,0.0,2,5OpAV7nJdV,Cable Row,2YBGLmNupc,2019-03-06,fake_id_656
kZPGBxVXpe,81.64672369841516,5.0,0.0,0.0,0.0,2,ZrT6GGIqBf,Cable Row,Vz8dHHO4sw,2018-07-21,fake_id_651
FSHuFeVGe4,27.5,8.0,0.0,0.0,0.0,1,Gnrx3Q1GNp,Cable Row,ku28pDPMMM,2019-08-20,fake_id_653
OXhjI9ovEI,25.0,8.0,0.0,0.0,0.0,1,rfBMV8rAj5,Cable Row,e2DMAiSpqf,2019-04-16,fake_id_653
AnxUnFq4en,3.4019468207672983,8.0,0.0,0.0,0.0,2,TRPl4hfYw4,Dumbbell Tricep Extension,EruJ9oanhW,2019-07-30,fake_id_661
RiTy6noJqr,15.87575183024739,5.0,0.0,0.0,0.0,4,HFmzKWcIek,Seated Dumbbell Curl,ytc0HXczDe,2018-07-28,fake_id_651
JaXYEiTJAV,60.0,10.0,0.0,0.0,0.0,2,wZ1fgZbPII,Dumbbell Incline Bench Press,re98Wm2nSa,2017-07-15,fake_id_651
0bF8cF9SIX,31.75150366049478,8.0,0.0,0.0,0.0,1,t4NxRMQpVt,Dumbbell Incline Bench Press,SspYov6ypH,2019-07-25,fake_id_651
jHG6SDuBQD,5.0,8.0,0.0,0.0,0.0,2,dAURqADY1r,Dumbbell Lunge,KL4eYNNWeK,2019-07-30,fake_id_659
pF6nzpxUiF,6.8038936415345965,6.0,0.0,0.0,0.0,1,YZHmTw7aVY,Dumbbell Lunge,0ZrTAv0Ys3,2019-07-25,fake_id_657
LqwankgsVI,18.14371637742559,5.0,0.0,0.0,0.0,3,fX6Jmjg1r4,Dumbbell Lunge,SVydm0O13S,2019-02-05,fake_id_660
YxqyPSfn41,25.0,10.0,0.0,0.0,0.0,1,mgAmAeMsFN,Dumbbell Shoulder Raise,K7l0iKA2TT,2017-07-19,fake_id_651
xwGnl5kQaP,4.535929094356399,12.0,0.0,0.0,0.0,1,nOQFYHMczP,Dumbbell Shoulder Raise,MwO2i2Q7SN,2019-01-06,fake_id_656
fL5BARhCNp,4.535929094356399,15.0,0.0,0.0,0.0,2,gCbJK7QlWU,Dumbbell Shoulder Raise,7U6MNm2AAl,2019-02-18,fake_id_656
oLdKRKCCWL,106.59433371737532,5.0,0.0,0.0,0.0,8,rCBGzYus3W,Deadlift,ovtuqeVZEr,2019-06-04,fake_id_664
cchAEqSMs4,5.0,12.0,0.0,0.0,0.0,1,6Bv7DMpzZ1,Deadlift,O6Ud1o2jXR,2018-11-13,fake_id_653
UgmsW8LKc8,20.0,10.0,0.0,0.0,0.0,1,BCdtKYELny,Deadlift,0pYTiNMWer,2019-08-27,fake_id_653
